anon_polygon_id,date,primary_ndvi_pred
AOI-0001,2010-08-29,0.21299070
AOI-0001,2010-10-25,0.16957702
AOI-0001,2011-06-13,0.63196516
AOI-0001,2011-09-18,0.27697180
AOI-0001,2011-09-26,0.27304755
AOI-0001,2011-09-30,0.37746237
AOI-0001,2012-05-24,0.71680278
AOI-0001,2012-07-09,0.26594277
AOI-0001,2012-07-11,0.34265550
AOI-0001,2012-08-10,0.20635963
AOI-0001,2012-08-12,0.28445979
AOI-0001,2012-10-15,0.34716886
AOI-0001,2013-05-01,0.81413714
AOI-0001,2013-07-12,0.31836867
AOI-0001,2013-09-30,0.53010429
AOI-0001,2014-04-18,0.24038219
AOI-0001,2014-05-25,0.65031409
AOI-0001,2014-06-26,0.77331258
AOI-0001,2014-07-15,0.76830016
AOI-0001,2014-07-28,0.62243546
AOI-0001,2014-08-09,0.46277548
AOI-0001,2014-08-13,0.41494548
AOI-0001,2014-10-03,0.19844928
AOI-0001,2014-10-16,0.33451521
AOI-0001,2015-04-13,0.45443524
AOI-0001,2015-08-11,0.22632611
AOI-0001,2015-08-12,0.21649381
AOI-0001,2015-08-27,0.19995323
AOI-0001,2015-09-20,0.18121433
AOI-0001,2015-09-28,0.18827642
AOI-0001,2016-06-27,0.30618635
AOI-0001,2016-07-04,0.31256884
AOI-0001,2016-07-20,0.30236932
AOI-0001,2016-07-27,0.34654322
AOI-0001,2016-08-29,0.31678598
AOI-0001,2016-08-30,0.29318766
AOI-0001,2016-09-15,0.33589201
AOI-0001,2016-09-29,0.56085692
AOI-0001,2017-05-12,0.74881652
AOI-0001,2017-06-29,0.52773340
AOI-0001,2017-07-12,0.43954332
AOI-0001,2017-08-09,0.29913518
AOI-0001,2017-08-29,0.26210751
AOI-0001,2017-09-08,0.21555504
AOI-0001,2017-09-14,0.29707536
AOI-0001,2018-04-05,0.47886777
AOI-0001,2018-04-23,0.76973770
AOI-0001,2018-05-01,0.79971723
AOI-0001,2018-06-08,0.61887306
AOI-0001,2018-07-12,0.31475563
AOI-0001,2018-09-28,0.18306727
AOI-0001,2018-10-13,0.18131654
AOI-0001,2019-05-11,0.50313197
AOI-0001,2019-05-31,0.70818306
AOI-0001,2019-06-04,0.69894951
AOI-0001,2019-06-05,0.68293801
AOI-0001,2019-06-25,0.36905127
AOI-0001,2019-07-12,0.45617571
AOI-0001,2019-07-22,0.33941763
AOI-0001,2019-07-29,0.44931184
AOI-0001,2019-08-30,0.26327538
AOI-0001,2019-09-07,0.24912695
AOI-0001,2019-09-08,0.23344224
AOI-0001,2019-09-18,0.15088249
AOI-0001,2020-04-03,0.56657491
AOI-0001,2020-04-26,0.69139940
AOI-0001,2020-05-30,0.81607780
AOI-0001,2020-06-09,0.74477458
AOI-0001,2020-07-14,0.18117586
AOI-0001,2020-07-23,0.22277369
AOI-0001,2020-07-27,0.28275715
AOI-0001,2020-08-08,0.19596817
AOI-0001,2020-09-01,0.29558009
AOI-0001,2020-09-02,0.28125187
AOI-0001,2020-09-12,0.24014069
AOI-0001,2020-09-22,0.22075662
AOI-0001,2020-09-29,0.27165818
AOI-0001,2020-10-11,0.20680918
AOI-0001,2020-10-12,0.16649684
AOI-0001,2020-10-19,0.18895955
AOI-0001,2021-05-15,0.47123127
AOI-0001,2021-05-20,0.44647003
AOI-0001,2021-06-10,0.56352110
AOI-0001,2021-07-02,0.59772567
AOI-0001,2021-07-24,0.64750696
AOI-0001,2021-09-17,0.25169508
AOI-0001,2022-04-25,0.62001021
AOI-0001,2022-06-03,0.79527867
AOI-0001,2022-09-02,0.23301761
AOI-0001,2022-09-30,0.28728268
AOI-0001,2022-10-01,0.24193607
AOI-0001,2022-10-17,0.23533694
AOI-0001,2023-05-25,0.80419841
AOI-0001,2023-06-23,0.76523487
AOI-0001,2023-07-15,0.27712546
AOI-0001,2023-07-29,0.21156879
AOI-0001,2023-08-03,0.19551974
AOI-0001,2023-08-08,0.22454524
AOI-0001,2023-08-13,0.25657946
AOI-0001,2023-08-17,0.26710728
AOI-0001,2023-08-28,0.22782805
AOI-0001,2023-08-29,0.30867627
AOI-0001,2023-09-12,0.23317974
AOI-0001,2024-04-06,0.69765711
AOI-0001,2024-05-24,0.75192066
AOI-0001,2024-06-01,0.73469828
AOI-0001,2024-06-03,0.69285610
AOI-0001,2024-06-09,0.55423967
AOI-0001,2024-06-13,0.50516917
AOI-0001,2024-06-17,0.47806906
AOI-0001,2024-06-23,0.34425478
AOI-0001,2024-06-25,0.36780484
AOI-0001,2024-07-03,0.29387916
AOI-0001,2024-09-11,0.16342314
AOI-0001,2024-09-13,0.19727172
AOI-0001,2024-09-16,0.16748799
AOI-0001,2024-09-29,0.21189623
AOI-0001,2025-04-23,0.45813207
AOI-0001,2025-05-03,0.36954484
AOI-0001,2025-06-03,0.44006506
AOI-0001,2025-06-27,0.62641406
AOI-0001,2025-07-05,0.57079913
AOI-0001,2025-07-12,0.47336353
AOI-0001,2025-07-13,0.48098360
AOI-0001,2025-07-23,0.40286842
AOI-0001,2025-07-28,0.36345995
AOI-0001,2025-07-29,0.37079202
AOI-0001,2025-08-02,0.31411667
AOI-0001,2025-10-28,0.22507092
AOI-0002,2025-05-03,0.84974152
AOI-0002,2025-06-03,0.59335706
AOI-0002,2025-06-26,0.40748159
AOI-0002,2025-07-29,0.25251612
AOI-0002,2025-08-02,0.17210258
AOI-0002,2025-08-13,0.25271574
AOI-0002,2025-08-19,0.16093466
AOI-0003,2025-04-01,0.55983398
AOI-0003,2025-04-18,0.81782836
AOI-0003,2025-04-19,0.83351995
AOI-0003,2025-05-06,0.82861314
AOI-0003,2025-06-04,0.76019458
AOI-0003,2025-06-13,0.56283807
AOI-0003,2025-07-07,0.19416583
AOI-0003,2025-07-13,0.17535650
AOI-0003,2025-07-15,0.17299130
AOI-0003,2025-08-04,0.16692880
AOI-0003,2025-08-07,0.18362154
AOI-0003,2025-08-14,0.19713118
AOI-0003,2025-08-22,0.16498717
AOI-0003,2025-08-23,0.20921256
AOI-0004,2025-04-23,0.65914239
AOI-0004,2025-05-04,0.63907117
AOI-0004,2025-05-24,0.65584775
AOI-0004,2025-05-25,0.69033929
AOI-0004,2025-06-30,0.61901539
AOI-0004,2025-07-12,0.50685161
AOI-0004,2025-07-23,0.46460076
AOI-0004,2025-08-02,0.41875455
AOI-0004,2025-09-14,0.38453142
AOI-0004,2025-09-23,0.35967686
AOI-0005,2025-05-01,0.64082410
AOI-0005,2025-05-03,0.65490202
AOI-0005,2025-05-14,0.58959849
AOI-0005,2025-06-11,0.61277351
AOI-0005,2025-07-21,0.41552004
AOI-0005,2025-08-17,0.32716075
AOI-0005,2025-09-01,0.25594812
AOI-0006,2025-04-01,0.20383022
AOI-0006,2025-05-09,0.36761398
AOI-0006,2025-05-25,0.55901260
AOI-0006,2025-07-28,0.40632058
AOI-0006,2025-08-09,0.34842236
AOI-0006,2025-08-22,0.32060645
AOI-0006,2025-08-30,0.26249657
AOI-0006,2025-09-07,0.22981824
AOI-0006,2025-10-28,0.24665959
AOI-0007,2025-04-01,0.26248630
AOI-0007,2025-04-18,0.28731292
AOI-0007,2025-04-29,0.41384467
AOI-0007,2025-05-01,0.43480339
AOI-0007,2025-06-26,0.32060604
AOI-0007,2025-07-28,0.15822866
AOI-0007,2025-08-13,0.23936716
AOI-0007,2025-08-14,0.15293192
AOI-0007,2025-08-16,0.15412489
