protocol,partition,method,n,cal_n,rmse,mae,baseline_rmse,fit_source
exact_hidden_doy,exact2023,safe_pca_rank1_b0.5,169,3034,0.07530485784762173,0.05190142926785554,0.07616221867194352,observed_calibration_only
exact_hidden_doy,exact2023,safe_pca_rank1_b1.0,169,3034,0.07632792754503381,0.05303895218997666,0.07616221867194352,observed_calibration_only
exact_hidden_doy,exact2023,safe_pca_rank2_b0.5,169,3034,0.07482381063362464,0.05147633926786924,0.07616221867194352,observed_calibration_only
exact_hidden_doy,exact2023,safe_pca_rank2_b1.0,169,3034,0.07535360073027511,0.05204122273578602,0.07616221867194352,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_date_w10,152,3040,0.05920066252754164,0.042453946168233045,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_date_w20,152,3040,0.05918072990675561,0.042355480231228614,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_crop_doy_w10,152,3040,0.05919503129008957,0.04243315261784015,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_crop_doy_w20,152,3040,0.05917650009555788,0.042313721584137584,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_doy_w10,152,3040,0.05928908719677407,0.04251919550877617,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_loo_doy_w20,152,3040,0.0593601554343281,0.04248433744339557,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_pca_rank1_b0.5,152,3040,0.05752189552096441,0.039236130876543304,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_pca_rank1_b1.0,152,3040,0.058664232742259105,0.03890934360548775,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_pca_rank2_b0.5,152,3040,0.058225298669223505,0.039757627894442156,0.05923181948845261,observed_calibration_only
exact_hidden_doy,exact2024,safe_pca_rank2_b1.0,152,3040,0.060285070055512716,0.03975558230753559,0.05923181948845261,observed_calibration_only
private_like,random0,safe_loo_date_w10,2644,1495,0.08114301349587144,0.05136934767395841,0.08117700485768442,observed_calibration_only
private_like,random0,safe_loo_date_w20,2644,1495,0.0811130042370508,0.05134155979922684,0.08117700485768442,observed_calibration_only
private_like,random0,safe_loo_crop_doy_w10,2644,1495,0.08119091573154925,0.05140196863326199,0.08117700485768442,observed_calibration_only
private_like,random0,safe_loo_crop_doy_w20,2644,1495,0.08121716360293012,0.051414407279609546,0.08117700485768442,observed_calibration_only
private_like,random0,safe_loo_doy_w10,2644,1495,0.08119945730726286,0.05140697479123323,0.08117700485768442,observed_calibration_only
private_like,random0,safe_loo_doy_w20,2644,1495,0.08123444968121837,0.05142429033555379,0.08117700485768442,observed_calibration_only
private_like,random0,safe_pca_rank1_b0.5,2644,1495,0.08022764125461442,0.05069756295321742,0.08117700485768442,observed_calibration_only
private_like,random0,safe_pca_rank1_b1.0,2644,1495,0.0812975226365444,0.05211029744997005,0.08117700485768442,observed_calibration_only
private_like,random0,safe_pca_rank2_b0.5,2644,1495,0.07989024842971394,0.05026053416339265,0.08117700485768442,observed_calibration_only
private_like,random0,safe_pca_rank2_b1.0,2644,1495,0.08052957225793664,0.051015185568343474,0.08117700485768442,observed_calibration_only
private_like,random1,safe_loo_date_w10,2644,1495,0.0759271768291371,0.051375250796455094,0.07594827168305597,observed_calibration_only
private_like,random1,safe_loo_date_w20,2644,1495,0.07590972875216494,0.05134610387288803,0.07594827168305597,observed_calibration_only
private_like,random1,safe_loo_crop_doy_w10,2644,1495,0.07587057606851165,0.05134689143266411,0.07594827168305597,observed_calibration_only
private_like,random1,safe_loo_crop_doy_w20,2644,1495,0.07580974089854342,0.05130426487972847,0.07594827168305597,observed_calibration_only
private_like,random1,safe_loo_doy_w10,2644,1495,0.07585190559015445,0.05132181547459006,0.07594827168305597,observed_calibration_only
private_like,random1,safe_loo_doy_w20,2644,1495,0.07577086974362986,0.05125338302483796,0.07594827168305597,observed_calibration_only
private_like,random1,safe_pca_rank1_b0.5,2644,1495,0.07409379719542003,0.04989504165991947,0.07594827168305597,observed_calibration_only
private_like,random1,safe_pca_rank1_b1.0,2644,1495,0.0747587613405751,0.050764716773943105,0.07594827168305597,observed_calibration_only
private_like,random1,safe_pca_rank2_b0.5,2644,1495,0.07401381092819381,0.04952261157235132,0.07594827168305597,observed_calibration_only
private_like,random1,safe_pca_rank2_b1.0,2644,1495,0.07428270103209397,0.049528850299755706,0.07594827168305597,observed_calibration_only
private_like,random2,safe_loo_date_w10,2644,1495,0.07851683104045347,0.05005745896863329,0.07851486701071675,observed_calibration_only
private_like,random2,safe_loo_date_w20,2644,1495,0.07852253655966132,0.050061570765438566,0.07851486701071675,observed_calibration_only
private_like,random2,safe_loo_crop_doy_w10,2644,1495,0.078457708219799,0.050031895067081826,0.07851486701071675,observed_calibration_only
private_like,random2,safe_loo_crop_doy_w20,2644,1495,0.07841428458482308,0.05002509617427892,0.07851486701071675,observed_calibration_only
private_like,random2,safe_loo_doy_w10,2644,1495,0.0784362477928097,0.050000374503612444,0.07851486701071675,observed_calibration_only
private_like,random2,safe_loo_doy_w20,2644,1495,0.07837566429489477,0.04996670216185662,0.07851486701071675,observed_calibration_only
private_like,random2,safe_pca_rank1_b0.5,2644,1495,0.07697430942123132,0.04874155911593622,0.07851486701071675,observed_calibration_only
private_like,random2,safe_pca_rank1_b1.0,2644,1495,0.07771230316745958,0.04953548145945675,0.07851486701071675,observed_calibration_only
private_like,random2,safe_pca_rank2_b0.5,2644,1495,0.07681807108972881,0.04833249328459999,0.07851486701071675,observed_calibration_only
private_like,random2,safe_pca_rank2_b1.0,2644,1495,0.07723506432626273,0.048432592130151,0.07851486701071675,observed_calibration_only
private_2025_date,date25_0,safe_loo_date_w10,925,1679,0.06740607856804501,0.04366162936635272,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_loo_date_w20,925,1679,0.06732719397430677,0.04356126263346277,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_loo_crop_doy_w10,925,1679,0.06747730605472461,0.043774983913580125,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_loo_crop_doy_w20,925,1679,0.06746532592770542,0.04379507330981099,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_loo_doy_w10,925,1679,0.06748678635494831,0.04375881681657695,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_loo_doy_w20,925,1679,0.06748210950547846,0.043752351450586445,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_pca_rank1_b0.5,925,1679,0.06631154996441156,0.0429292859108174,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_pca_rank1_b1.0,925,1679,0.06740996731192991,0.04383981030184351,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_pca_rank2_b0.5,925,1679,0.06564002382206705,0.04206911247634771,0.06749832492941764,observed_calibration_only
private_2025_date,date25_0,safe_pca_rank2_b1.0,925,1679,0.06577586048163012,0.04173555639862926,0.06749832492941764,observed_calibration_only
private_2025_date,date25_1,safe_loo_date_w10,925,1675,0.08528979573140147,0.04603318135812411,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_loo_date_w20,925,1675,0.08517517578901412,0.045873510323316956,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_loo_crop_doy_w10,925,1675,0.08545090813939961,0.04619351082050707,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_loo_crop_doy_w20,925,1675,0.08549739402920163,0.04620419779540761,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_loo_doy_w10,925,1675,0.08545514396214529,0.04617708512844413,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_loo_doy_w20,925,1675,0.08550745161350969,0.046166805485688814,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_pca_rank1_b0.5,925,1675,0.08464673880008203,0.04555802818539695,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_pca_rank1_b1.0,925,1675,0.0856068356823339,0.04670959001124165,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_pca_rank2_b0.5,925,1675,0.08446280123682808,0.044774244219565204,0.08541279791374909,observed_calibration_only
private_2025_date,date25_1,safe_pca_rank2_b1.0,925,1675,0.08508266867527252,0.045029924938346656,0.08541279791374909,observed_calibration_only
private_2025_date,date25_2,safe_loo_date_w10,925,1675,0.06870796474261924,0.044694275050373315,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_loo_date_w20,925,1675,0.06867395311386523,0.0446498034753161,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_loo_crop_doy_w10,925,1675,0.06875286709815746,0.04473978586123555,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_loo_crop_doy_w20,925,1675,0.068758238331829,0.04474430212432295,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_loo_doy_w10,925,1675,0.0687347787444248,0.044712212616104745,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_loo_doy_w20,925,1675,0.06871986905099085,0.04468398661260322,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_pca_rank1_b0.5,925,1675,0.06770282139618918,0.044212720424666486,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_pca_rank1_b1.0,925,1675,0.06906569021618068,0.046042818023738864,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_pca_rank2_b0.5,925,1675,0.0666055307053623,0.043129505292241264,0.06875365676338081,observed_calibration_only
private_2025_date,date25_2,safe_pca_rank2_b1.0,925,1675,0.06675949270184278,0.04312452278549662,0.06875365676338081,observed_calibration_only
