anon_polygon_id,date,_truth,_true_src,seed,base_k6,base_k8,lag_k12_d2,lag_k16_d3,lag_k24_d2
AOI-0001,2025-04-01,0.2298310680501595,s2,0,0.2128075359513012,0.22661583849720637,0.3063822918172007,0.355923835892894,0.2309769976043334
AOI-0001,2025-05-01,0.312974487112701,s2,0,0.3251696702400952,0.32447764564213505,0.3104924400537821,0.3037281689143642,0.3410349783036508
AOI-0001,2025-06-11,0.5790506879054986,landsat,0,0.5580957357134008,0.5552433358480101,0.5625489770311506,0.5608207081966207,0.5468080775018761
AOI-0001,2025-07-08,0.5091196969553482,s2,0,0.5296217943048016,0.5101675764296512,0.5435185358852697,0.5490966788437447,0.5271785327050127
AOI-0001,2025-08-09,0.2114618304883144,s2,0,0.2742814781451524,0.2745357502043597,0.277699498261207,0.2818006228820887,0.27884158906921913
AOI-0001,2025-09-08,0.1371327989319969,s2,0,0.22305819090723375,0.2202788262340467,0.22527881799848498,0.22228405402144794,0.20397946625224456
AOI-0001,2025-09-11,0.1407202295989276,s2,0,0.21330490519234688,0.21267325231805953,0.2189232675694449,0.21262119446416608,0.19933046897985343
AOI-0002,2025-04-01,0.4140783594923889,s2,0,0.7614407381527782,0.7997231844825764,0.6125677365427619,0.43960579720332227,0.8752821647182047
AOI-0002,2025-04-07,0.748360525059666,modis,0,0.7996656255967831,0.808482193929527,0.795631405688825,0.7866604247336063,0.8344021450531436
AOI-0002,2025-04-23,0.8251342243436756,modis,0,0.8244404979130165,0.8161293939907901,0.8397208714582155,0.8512250591442786,0.8083065088867415
AOI-0002,2025-07-13,0.2343674824338569,s2,0,0.2750437417542238,0.27350225486305296,0.2667136998500984,0.26879216206829976,0.257283440368886
AOI-0002,2025-08-30,0.218463170796843,landsat,0,0.2065572698992503,0.20746343942985201,0.2062917074431646,0.2061219535694844,0.20481387726407996
AOI-0003,2025-04-16,0.9274818483390858,s2,0,0.7489027319910188,0.7457650346589334,0.7267793909217185,0.7258971414976323,0.7338351952368481
AOI-0003,2025-05-09,0.6398594761729814,s2,0,0.8151936943925635,0.8077648602145344,0.8019300848857235,0.8143357489415092,0.8099614114807472
AOI-0003,2025-05-25,0.7883677862595422,modis,0,0.7865126837842307,0.7837576098632937,0.7743471352347537,0.770730025181294,0.761715118518115
AOI-0003,2025-05-27,0.8549799582903435,landsat,0,0.7600868034411399,0.761648637887442,0.7707301183160247,0.777381732294189,0.7790881491558184
AOI-0003,2025-06-10,0.5782415794185565,s2,0,0.6420546101431637,0.6225072597573489,0.5713605709067819,0.5722435353889229,0.5561173897957705
AOI-0003,2025-06-15,0.7031103232189513,s2,0,0.506960895377484,0.5073619981833764,0.52550719198208,0.4975956671368239,0.49977331747333126
AOI-0003,2025-07-05,0.1736450972322274,s2,0,0.20380092415895945,0.2087214999254374,0.2111497504038107,0.2073969094195799,0.19644738049325075
AOI-0003,2025-07-10,0.1948905886712037,s2,0,0.19353588986822742,0.18575914038705077,0.19342702275878332,0.1878929516373428,0.16643853278768522
AOI-0003,2025-08-17,0.1570691374002788,s2,0,0.18583535200127038,0.18828872871130067,0.19304185537924903,0.1910492397898379,0.1924161745914724
AOI-0003,2025-09-07,0.2363064980012826,landsat,0,0.22129801653593614,0.22950978959294008,0.21736038621992582,0.23441805692269058,0.23113840592489182
AOI-0003,2025-09-23,0.208481158634017,s2,0,0.228023216921056,0.23411052475046465,0.24099340855622223,0.24474997359061704,0.246811635093706
AOI-0003,2025-09-24,0.2634194652790696,landsat,0,0.2541739495784099,0.26092172481132525,0.26561152558217377,0.26924306081145954,0.26908135416797463
AOI-0003,2025-10-16,0.277330642891789,s2,0,0.2949789142562052,0.29191984478415256,0.28924247599431496,0.2960007806833883,0.2862310332613206
AOI-0003,2025-10-18,0.3280938667004101,s2,0,0.24666030895079075,0.24478381575371647,0.24760180180637648,0.25621498988462404,0.2416417966498731
AOI-0004,2025-04-01,0.2724644431806922,s2,0,0.4524295228965487,0.45823267959951364,0.44381907183121716,0.4276904815173453,0.4073114448476846
AOI-0004,2025-04-19,0.567719095085006,s2,0,0.5241064099122013,0.5252885257418264,0.5252515830982988,0.5281018580552557,0.5262316896981063
AOI-0004,2025-06-11,0.6348215514280734,landsat,0,0.6515854928323279,0.651540190320732,0.6604295211759452,0.657019277972373,0.6547782505303359
AOI-0004,2025-06-27,0.6564632892383602,landsat,0,0.6045614499119837,0.6001745584122914,0.6178298349939209,0.6164011645174409,0.6002257647967378
AOI-0004,2025-07-03,0.6142413406298199,s2,0,0.5767919528614099,0.5615981892992765,0.5793837906392459,0.5813595140084611,0.565025962105436
AOI-0004,2025-07-08,0.5642735369589681,s2,0,0.5501135235733854,0.5476731113014164,0.5498204293071538,0.5513712566503214,0.5410926737721008
AOI-0004,2025-09-11,0.2305385219532746,s2,0,0.3197748746333969,0.3207225270873963,0.3201516325725453,0.3194706026240495,0.32067829027083206
AOI-0004,2025-10-28,0.3982948327679839,s2,0,0.37425343138413775,0.37497770251940116,0.38895467416387036,0.3810609707569347,0.40011433884242986
AOI-0005,2025-04-23,0.7043663553639844,modis,0,0.6616667078415893,0.6333354956748021,0.6432777373045357,0.6507547544291366,0.6266303564204888
AOI-0005,2025-06-03,0.6911945420792697,s2,0,0.599192256235199,0.6000133609902868,0.6213506552667188,0.6149342217483744,0.6102722513947534
AOI-0005,2025-07-10,0.4583090716612384,s2,0,0.43920484971317325,0.43626876046476265,0.4632790115699631,0.4620591772500189,0.45577683891929494
AOI-0005,2025-07-23,0.3731410430376718,s2,0,0.36994457221745414,0.37461477699387097,0.36726255351291975,0.3621337708117841,0.3917767928707153
AOI-0005,2025-07-28,0.3816840613856436,s2,0,0.37477980395674293,0.37118641889918036,0.3584071485507063,0.35973398918478305,0.3751996179378791
AOI-0005,2025-08-13,0.3452906848659002,modis,0,0.429207318707138,0.41195749326194697,0.3931927019540783,0.3876892140306059,0.3766630259972181
AOI-0005,2025-08-27,0.2962185669467165,s2,0,0.2807485251779505,0.2916877649867864,0.28798356795840224,0.2892168412729301,0.28296187995740946
AOI-0005,2025-09-16,0.2580954174135563,s2,0,0.2637944307488949,0.2629398648583369,0.25642287276092296,0.2563625868557485,0.26714825611921456
AOI-0005,2025-09-21,0.2562876672374183,s2,0,0.2666902050800701,0.266781032566181,0.25554902757914455,0.25556724554142524,0.26532265927903054
AOI-0005,2025-09-30,0.4217465517241379,modis,0,0.3711456595358174,0.36974763431694824,0.3713170865536062,0.372169681297299,0.37766868800170444
AOI-0006,2025-04-07,0.3312527181688125,modis,0,0.4169701005857373,0.40777729497787174,0.41858396401742004,0.41362668570384115,0.37168969080077335
AOI-0006,2025-07-10,0.5468487205770372,s2,0,0.529247960217333,0.5270768858255205,0.5476200393009051,0.5499993470896647,0.5346665524324019
AOI-0006,2025-07-21,0.6168870519252596,landsat,0,0.46957506107804126,0.4674602830731984,0.48255859510855936,0.473784302629863,0.49644200890920365
AOI-0006,2025-08-27,0.2563525825073486,s2,0,0.3298352044486047,0.3272377713860692,0.31165436730888646,0.300437664736186,0.3257037136625319
AOI-0006,2025-09-21,0.177070129357242,s2,0,0.1875885954026457,0.18904040484680124,0.18140928188232242,0.17477445193828933,0.20121530272300198
AOI-0007,2025-04-24,0.3503182395254979,s2,0,0.37394316678608536,0.3620629552250642,0.3143848738225,0.3003752449521378,0.38913411332309905
AOI-0007,2025-05-27,0.8029105248012202,landsat,0,0.7918388025775692,0.7878173993732389,0.8307651943706422,0.8290100678043026,0.7684264942367535
AOI-0007,2025-07-13,0.1563008087351521,s2,0,0.15303917243550605,0.15917474925722735,0.16124224417867156,0.17097049017671606,0.16322136265784884
AOI-0007,2025-07-22,0.2176086314444393,landsat,0,0.18595067254428754,0.18627211772014324,0.1794339825013726,0.1771310217702898,0.18089545933536974
AOI-0007,2025-08-09,0.1127119320658137,s2,0,0.13444493798121326,0.13505802445463053,0.13482067688186022,0.13427012278970119,0.13376727741817476
AOI-0007,2025-08-12,0.1649669618567209,s2,0,0.14002486621503457,0.13773194669510708,0.14627223000218853,0.13988551741218747,0.13816452615481944
AOI-0007,2025-09-23,0.1642287023996332,s2,0,0.17959776467919528,0.1816476859649488,0.17623800959521335,0.17597313194642,0.17998450166128627
AOI-0007,2025-10-13,0.1578546748254296,s2,0,0.30238162529341484,0.3021375500790148,0.2650587201304354,0.2637815348366126,0.26847982002496107
AOI-0008,2025-05-01,0.8897905585075614,s2,0,0.8579268692466459,0.8526126763424092,0.8167303428059507,0.8309596321498168,0.8536494467943468
AOI-0008,2025-05-04,0.8420075741200501,s2,0,0.8560724817942837,0.8573301394900174,0.8448071245679075,0.8494884128472182,0.8721003411903802
AOI-0008,2025-05-25,0.8396043388429753,modis,0,0.8425187013455674,0.8398484196375464,0.8365437250332279,0.8293699270110407,0.8198345369525848
AOI-0008,2025-06-05,0.8385992650400785,s2,0,0.8166850418489761,0.7978743183253133,0.8303364875545326,0.8206275402000492,0.7984820173429008
AOI-0008,2025-06-15,0.7007002781594087,s2,0,0.545455355794439,0.5683834951004977,0.6168045999162215,0.6089779126407827,0.633522752964553
AOI-0008,2025-06-26,0.3236138429752065,modis,0,0.3959548288078979,0.4316826372686759,0.3341669999539188,0.33263702406729406,0.3624074484155721
AOI-0008,2025-06-28,0.2727862318297628,s2,0,0.2820678778727544,0.3137484769532384,0.3103097135961534,0.3152848314266415,0.37322285190763593
AOI-0008,2025-07-28,0.1512755939756565,s2,0,0.19005453993339028,0.19055552485383825,0.1839391758766677,0.18528438185806642,0.19139714116506576
AOI-0008,2025-08-09,0.1362674853814403,s2,0,0.13630647691012743,0.1398268557774003,0.14050644819425948,0.1388855681545938,0.14857962030584568
AOI-0008,2025-08-22,0.1502120612613717,s2,0,0.1512722505572969,0.15121874677559424,0.153162610658998,0.15305340699283476,0.1489144172331712
AOI-0009,2025-04-29,0.8575214258916581,s2,0,0.8180498523865214,0.812474779839514,0.8264497241188973,0.8266100979891943,0.8341745263213171
AOI-0009,2025-06-03,0.6042482847849597,s2,0,0.5413520926391929,0.5384987731146947,0.5904917872621342,0.5783141708333073,0.5794815308874659
AOI-0009,2025-06-15,0.2768374462238329,s2,0,0.2658194912761745,0.3201816007612091,0.3096014138600601,0.31767157689172215,0.3474679179628686
AOI-0009,2025-06-27,0.2222479269865399,s2,0,0.2563175870893115,0.25687412964241724,0.2614021086165813,0.2435248242134751,0.25495490542995186
AOI-0009,2025-07-06,0.2539618283675486,landsat,0,0.23041943821398508,0.2322818803441142,0.23260701495083694,0.23412187861610123,0.23328972411147786
AOI-0009,2025-07-12,0.2560023015638831,modis,0,0.244450973366681,0.2438876545807151,0.2456482664304525,0.24462622042524185,0.24554249947387574
AOI-0009,2025-07-13,0.1672922749653396,s2,0,0.1632715495624791,0.16335632958217494,0.16445081969257103,0.16913206360550742,0.17074787024922228
AOI-0009,2025-08-07,0.1718505081632345,s2,0,0.16131594479168418,0.16248850065248166,0.15735328801273107,0.16053156127810644,0.16577206517781495
AOI-0009,2025-08-13,0.2534517114192978,modis,0,0.27359113241192407,0.2715363966058611,0.27662286000586744,0.27450118781197425,0.27227575033764767
AOI-0009,2025-08-31,0.2160104485243385,landsat,0,0.18494208392817243,0.18043419473158753,0.18161287360576533,0.18119192922763444,0.18733713182475664
AOI-0009,2025-09-13,0.1655733068333879,s2,0,0.13990347229983488,0.14409956932858076,0.13790993917272376,0.14456839687841497,0.14889549788916429
AOI-0010,2025-04-24,0.5251731450746376,s2,0,0.5133257613421724,0.5134009309925616,0.49897434643697675,0.48451671881757813,0.5135752014951274
AOI-0010,2025-05-25,0.6680316326530612,modis,0,0.7585583152809129,0.7504051401064473,0.7256549934929072,0.7131136146627759,0.7164301425041637
AOI-0010,2025-06-10,0.3364153061224489,modis,0,0.4317476753139782,0.44071725769580605,0.4175830462971434,0.4178728699850824,0.4965163203035964
AOI-0010,2025-06-26,0.2907357142857142,modis,0,0.36096268411452587,0.37766108850421726,0.32539963509865977,0.30928332462812247,0.33340349179030493
AOI-0010,2025-06-30,-0.0225740951894368,s2,0,0.22084270702161918,0.25466070793831613,0.2243130733500963,0.20464020576363495,0.23989378150190227
AOI-0010,2025-07-13,0.1769939467031797,s2,0,0.17095303765716915,0.170007676411253,0.16955457045186983,0.16854310960100727,0.17055097178880052
AOI-0010,2025-07-18,0.1606953724964264,s2,0,0.16599440172271143,0.15962803693655978,0.1583385121165242,0.16072442005389007,0.1583516594149097
