truth,doy,canon,src,cur_pred,idw_pred
0.3448496734160681,177,True,modis,0.44365285123518583,0.42079491328728075
0.1881481151398332,194,False,landsat,0.23019372632615087,0.24185999056435037
0.173684921995949,234,False,landsat,0.21041463183518477,0.19289661170403563
0.1475305291187984,289,True,landsat,0.21597480904864833,0.19660378027783373
0.5966145003265841,145,True,modis,0.5443545292766689,0.4897018056968272
0.5094951991641379,156,False,landsat,0.5388787746896218,0.5349048496422134
0.7763945176111879,173,False,landsat,0.7037461456093521,0.7041908767612395
0.3505336501040623,253,False,landsat,0.31268418905904266,0.32378164468432413
0.4755216525146964,289,True,modis,0.418706730569596,0.39885956880553874
0.3433074787720445,97,True,modis,0.5772888466316254,0.5449466866999807
0.4171321032005226,177,True,modis,0.38695406646965,0.3781570777298324
0.1865517924730681,207,False,landsat,0.27981058300302025,0.2864591072393149
0.2596467734927721,201,False,landsat,0.32438242138612133,0.3020596098894799
0.2258507859373163,225,True,landsat,0.3894130674252001,0.36868577321744045
0.27979225996081,241,True,modis,0.4171804428122208,0.3834237683143129
0.2567195386529873,117,False,landsat,0.30801100179115476,0.3259965867427127
0.3614589962297395,141,False,landsat,0.47976780126167967,0.47808696255586447
0.7293943827563685,161,True,modis,0.6365952348820562,0.6372951687093593
0.3268693818785997,228,False,landsat,0.4536926061548085,0.44623037908598273
0.7915600261267146,129,True,modis,0.7066436939471488,0.6928381817295585
0.7377647037818047,160,False,landsat,0.6794413834986864,0.6666172274965491
0.6978706727629003,161,True,modis,0.6575895741740386,0.6566284140273253
0.139039541619117,279,False,landsat,0.1690571013622943,0.16262721675720862
0.2860491835401699,97,True,modis,0.3537399673868964,0.3286562266809723
0.227482468201863,98,False,landsat,0.23950675404226315,0.3127335864297315
0.6950718158066623,145,True,modis,0.535214957994487,0.49021755721608307
0.2559415559235375,250,False,landsat,0.3389968917357393,0.3271070068941462
0.4397266823209729,101,False,s2,0.6007354433752855,0.6229059886480767
0.8080149235603722,148,False,landsat,0.718694950188525,0.7196929857415808
0.4806076094056175,209,True,modis,0.3958902495582241,0.3754986283882422
0.3103183127989997,228,False,landsat,0.29812422725954035,0.299900955389376
0.25668642359109,229,False,landsat,0.2879797064796798,0.2885731376593965
0.1949134407839924,268,False,landsat,0.20703431027823974,0.22959313905546536
0.2742384062704115,273,True,modis,0.2621864647467972,0.26702274367618883
0.6411391526974944,111,False,landsat,0.686632137910189,0.7055072988284001
0.8051750759761698,151,False,s2,0.6899435190482003,0.7055695162427043
0.4445005308381434,167,False,landsat,0.45922136008350417,0.4402996883920067
0.2473473112193128,175,False,landsat,0.34708490137982273,0.3461181423675453
0.3035192926612948,183,False,landsat,0.26197033219641125,0.2742921385955784
0.4552916645099324,231,False,landsat,0.34335901546311587,0.3307120715061234
0.1604955837071514,303,False,landsat,0.17054058680348988,0.1645075710925556
0.1668592992839871,96,False,s2,0.16780323436693606,0.282568261909382
0.2673750104064606,111,False,s2,0.2871086299133066,0.3825877999206251
0.5066848662997461,170,False,landsat,0.48689239685399804,0.4720908838186529
0.3355076355834703,181,False,s2,0.4045009921948171,0.41886165222326854
0.3352561803782687,186,False,s2,0.4066048367204877,0.4262542144976947
0.3487619113910143,187,False,landsat,0.42783475560682366,0.4121174989466628
0.2969511723064941,226,False,s2,0.3399997335770719,0.37194747077979634
0.1964011785682675,271,False,s2,0.1641681241420836,0.21422680884819356
0.8627395676607799,157,False,landsat,0.7605343016448849,0.7520773099774463
0.2084714374464287,197,False,landsat,0.2650304532564646,0.2584960536165999
0.154623128774777,201,False,s2,0.207430385580084,0.2363569458323736
0.1935801867367464,213,False,landsat,0.21530248331547847,0.24630600210635484
0.2691101958142895,229,False,landsat,0.2828789665894776,0.2841517143781702
0.3537251469627695,241,True,modis,0.3467579798678903,0.3218587389986651
0.1891727716372917,301,False,s2,0.16960222382118048,0.1997868884681741
0.6079516655780537,145,True,modis,0.5282310096171923,0.537704227882938
0.6921485705706014,191,False,landsat,0.6622810303206944,0.6511537906731277
0.6565885307642401,215,False,s2,0.45672802943905044,0.46126470618389565
0.4744653167864142,225,True,modis,0.2710179379745537,0.2508076344631516
0.4909402751187119,240,False,s2,0.31200605203378257,0.3373891002712133
0.1559769034268596,245,False,s2,0.2841936473426175,0.31027678803046577
0.318890202482038,257,True,modis,0.2675054869602944,0.29717739687989
0.1939016946525773,270,False,s2,0.2099613524813092,0.24659898778786626
0.6546556499020251,97,True,modis,0.4095040581784007,0.4965415071894443
0.6812606139777925,161,True,modis,0.7200717025576304,0.7349631516460485
0.4597877709899565,181,False,landsat,0.4663876506995794,0.449045547564807
0.2888326154018864,205,False,s2,0.4017139612347609,0.4215010653987753
0.2918446745837031,226,False,landsat,0.3016034885668285,0.3044828936188637
0.213507740779772,235,False,s2,0.23516656880644413,0.24862066199779506
-0.060610607503598,260,False,s2,0.2008089669750019,0.23719049774742357
0.2281034957800363,280,False,s2,0.2158622734721184,0.23142457182593296
0.7323746371116844,135,False,s2,0.7460668135726689,0.7546386776079428
0.803332168517309,161,True,modis,0.7835186239070063,0.8224276743055784
0.2966985303723058,193,True,modis,0.37529167752104137,0.3536540901871703
0.2138120933365595,245,False,s2,0.23153774063740432,0.263829385505636
0.2330618254765138,250,False,s2,0.22792819661783995,0.2468210521478726
0.1762239763677196,270,False,s2,0.20546183459468026,0.23811582616120475
0.2146591450528149,272,False,landsat,0.20963368573014157,0.2538259729852138
0.2375171310416653,294,False,landsat,0.12524861156755476,0.14435222420649402
0.7033901570800051,100,False,s2,0.6305179520618053,0.6573245211175829
0.316339908556499,193,True,modis,0.3296757692228888,0.3170894993902291
0.1567391352581243,225,True,s2,0.211028068555823,0.25578736386000606
0.174029628434234,230,False,s2,0.1763620104446754,0.21435629689716942
0.2157865187751821,248,False,landsat,0.19278794090495588,0.190814652274533
