year,q,truth,doy,pid,crop,date,canon,cur_s2,cur_landsat,cur_modis,id_s2,id_landsat,id_modis,idcanon_s2,idcanon_landsat,idcanon_modis,iddoybin_s2,iddoybin_landsat,iddoybin_modis,iddoy_s2,iddoy_landsat,iddoy_modis,cropdoy_s2,cropdoy_landsat,cropdoy_modis,doy_s2,doy_landsat,doy_modis,date_s2,date_landsat,date_modis
2019,2003,0.3226791885441528,177,AOI-0002,озимая пшеница,2019-06-26,1,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.2779183230936032,0.48030357788218286,0.24177809902421396,0.04302477183833116,0.0847457627118644,0.8722294654498044,0.2923076923076923,0.4358974358974359,0.2717948717948718,0.01694915254237288,0.0847457627118644,0.8983050847457628,0.06523407521105141,0.08672294704528012,0.8480429777436684,0.11447084233261338,0.10583153347732181,0.7796976241900648,0.007633587786259542,0.25190839694656486,0.7404580152671756
2019,2036,0.234648495218802,210,AOI-0002,озимая пшеница,2019-07-29,0,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.2779183230936032,0.48030357788218286,0.24177809902421396,0.36794807788317524,0.6315526709935098,0.0004992511233150275,0.23348017621145375,0.5330396475770925,0.23348017621145375,0.391304347826087,0.5652173913043478,0.043478260869565216,0.6,0.39770114942528734,0.0022988505747126436,0.5257731958762887,0.4727540500736377,0.0014727540500736377,0.30120481927710846,0.6867469879518072,0.012048192771084338
2019,2051,0.3215358472553701,225,AOI-0002,озимая пшеница,2019-08-13,1,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.2779183230936032,0.48030357788218286,0.24177809902421396,0.04302477183833116,0.0847457627118644,0.8722294654498044,0.3023255813953488,0.5069767441860465,0.19069767441860466,0.22033898305084745,0.0847457627118644,0.6949152542372882,0.19357306809487376,0.07115531752104055,0.7352716143840857,0.1677447175506684,0.09184993531694696,0.7404053471323846,0.18518518518518517,0.24444444444444444,0.5703703703703704
2019,5112,0.7465997423623716,91,AOI-0003,озимая пшеница,2019-04-01,0,0.7721518987341772,0.21518987341772153,0.012658227848101266,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.4603174603174603,0.5238095238095238,0.015873015873015872,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.8151260504201681,0.17647058823529413,0.008403361344537815,0.7877094972067039,0.20670391061452514,0.00558659217877095,0.7721518987341772,0.21518987341772153,0.012658227848101266
2019,5147,0.912608548188256,126,AOI-0003,озимая пшеница,2019-05-06,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.3276595744680851,0.4808510638297872,0.19148936170212766,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.6170212765957447,0.37872340425531914,0.00425531914893617,0.49868073878627966,0.49868073878627966,0.002638522427440633,0.978021978021978,0.01098901098901099,0.01098901098901099
2019,5176,0.8633667030456484,155,AOI-0003,озимая пшеница,2019-06-04,0,0.2525252525252526,0.7373737373737375,0.010101010101010104,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.28627450980392155,0.49019607843137253,0.2235294117647059,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.4752851711026616,0.5209125475285171,0.0038022813688212928,0.39065420560747666,0.6074766355140186,0.001869158878504673,0.25252525252525254,0.7373737373737373,0.010101010101010102
2019,5209,0.1352430982600685,188,AOI-0003,озимая пшеница,2019-07-07,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.4254545454545455,0.38181818181818183,0.19272727272727272,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.43722943722943725,0.5584415584415584,0.004329004329004329,0.441233140655106,0.5568400770712909,0.0019267822736030828,0.9770114942528736,0.011494252873563218,0.011494252873563218
2019,5240,0.3383295609182435,219,AOI-0003,озимая пшеница,2019-08-07,0,0.16455696202531644,0.8227848101265823,0.012658227848101266,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.38412698412698415,0.44761904761904764,0.16825396825396827,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.178743961352657,0.8164251207729468,0.004830917874396135,0.23142250530785563,0.7664543524416136,0.0021231422505307855,0.16455696202531644,0.8227848101265823,0.012658227848101266
2019,5247,0.3867256717278265,226,AOI-0003,озимая пшеница,2019-08-14,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.38831615120274915,0.4570446735395189,0.15463917525773196,0.391304347826087,0.5652173913043478,0.043478260869565216,0.6308539944903582,0.36639118457300274,0.0027548209366391185,0.4957118353344768,0.5025728987993139,0.0017152658662092624,0.9789473684210527,0.010526315789473684,0.010526315789473684
2019,5255,0.4473056731221935,234,AOI-0003,озимая пшеница,2019-08-22,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.3782178217821782,0.4415841584158416,0.1801980198019802,0.4600650524033249,0.5395735453559812,0.0003614022406938923,0.38831615120274915,0.4570446735395189,0.15463917525773196,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0995260663507109,0.8957345971563981,0.004739336492890996,0.2237093690248566,0.7743785850860421,0.0019120458891013384,0.13432835820895522,0.8507462686567164,0.014925373134328358
