year,truth,pid,crop,date_n,iddoy_n,idcanon_n,id_n,cropcanon_n,canon_n,doy_n,idbin_n,cur_s2,cur_landsat,cur_modis,date_s2,date_landsat,date_modis,iddoy_s2,iddoy_landsat,iddoy_modis,idcanon_s2,idcanon_landsat,idcanon_modis,id_s2,id_landsat,id_modis,cropcanon_s2,cropcanon_landsat,cropcanon_modis,canon_s2,canon_landsat,canon_modis,doy_s2,doy_landsat,doy_modis,idbin_s2,idbin_landsat,idbin_modis
2019,0.3226791885441528,AOI-0002,озимая пшеница,32.0,0,0,691.0,0,7452.0,578.0,0,0.007633587786259542,0.25190839694656486,0.7404580152671756,0.007633587786259542,0.25190839694656486,0.7404580152671756,,,,,,,0.2779183230936032,0.48030357788218286,0.24177809902421396,,,,0.08698131562175036,0.1152930126463386,0.797725671731911,0.11447084233261338,0.10583153347732181,0.7796976241900648,,,
2019,0.234648495218802,AOI-0002,озимая пшеница,20.0,0,0,691.0,0,22819.0,169.0,0,0.30120481927710846,0.6867469879518072,0.012048192771084338,0.30120481927710846,0.6867469879518072,0.012048192771084338,,,,,,,0.2779183230936032,0.48030357788218286,0.24177809902421396,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.5257731958762887,0.4727540500736377,0.0014727540500736377,,,
2019,0.3215358472553701,AOI-0002,озимая пшеница,33.0,0,0,691.0,0,7452.0,579.0,0,0.18518518518518517,0.24444444444444444,0.5703703703703704,0.18518518518518517,0.24444444444444444,0.5703703703703704,,,,,,,0.2779183230936032,0.48030357788218286,0.24177809902421396,,,,0.08698131562175036,0.1152930126463386,0.797725671731911,0.1677447175506684,0.09184993531694696,0.7404053471323846,,,
2019,0.7465997423623716,AOI-0003,озимая пшеница,19.0,0,0,883.0,0,22819.0,44.0,0,0.7721518987341772,0.21518987341772153,0.012658227848101266,0.7721518987341772,0.21518987341772153,0.012658227848101266,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.7877094972067039,0.20670391061452514,0.00558659217877095,,,
2019,0.912608548188256,AOI-0003,озимая пшеница,22.0,0,0,883.0,0,22819.0,94.0,0,0.9780219780219781,0.010989010989010992,0.010989010989010992,0.978021978021978,0.01098901098901099,0.01098901098901099,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.49868073878627966,0.49868073878627966,0.002638522427440633,,,
2019,0.8633667030456484,AOI-0003,озимая пшеница,24.0,0,0,883.0,0,22819.0,133.0,0,0.2525252525252526,0.7373737373737375,0.010101010101010104,0.25252525252525254,0.7373737373737373,0.010101010101010102,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.39065420560747666,0.6074766355140186,0.001869158878504673,,,
2019,0.1352430982600685,AOI-0003,озимая пшеница,21.0,0,0,883.0,0,22819.0,129.0,0,0.9770114942528736,0.011494252873563218,0.011494252873563218,0.9770114942528736,0.011494252873563218,0.011494252873563218,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.441233140655106,0.5568400770712909,0.0019267822736030828,,,
2019,0.3383295609182435,AOI-0003,озимая пшеница,19.0,0,0,883.0,0,22819.0,117.0,0,0.16455696202531644,0.8227848101265823,0.012658227848101266,0.16455696202531644,0.8227848101265823,0.012658227848101266,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.23142250530785563,0.7664543524416136,0.0021231422505307855,,,
2019,0.3867256717278265,AOI-0003,озимая пшеница,23.0,0,0,883.0,0,22819.0,145.0,0,0.9789473684210527,0.010526315789473684,0.010526315789473684,0.9789473684210527,0.010526315789473684,0.010526315789473684,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.4957118353344768,0.5025728987993139,0.0017152658662092624,,,
2019,0.4473056731221935,AOI-0003,озимая пшеница,16.0,0,0,883.0,0,22819.0,130.0,0,0.13432835820895522,0.8507462686567164,0.014925373134328358,0.13432835820895522,0.8507462686567164,0.014925373134328358,,,,,,,0.3782178217821782,0.4415841584158416,0.1801980198019802,,,,0.45869257989241774,0.541296464685196,1.0955422386310105e-05,0.2237093690248566,0.7743785850860421,0.0019120458891013384,,,
