anon_polygon_id,date,primary_ndvi_pred
AOI-0001,2010-08-29,0.22058554
AOI-0001,2010-10-25,0.17681821
AOI-0001,2011-06-13,0.66176620
AOI-0001,2011-09-18,0.26833874
AOI-0001,2011-09-26,0.26350788
AOI-0001,2011-09-30,0.38517934
AOI-0001,2012-05-24,0.72544996
AOI-0001,2012-07-09,0.25191197
AOI-0001,2012-07-11,0.35247535
AOI-0001,2012-08-10,0.21042250
AOI-0001,2012-08-12,0.29994062
AOI-0001,2012-10-15,0.35976477
AOI-0001,2013-05-01,0.81950799
AOI-0001,2013-07-12,0.32371641
AOI-0001,2013-09-30,0.55777942
AOI-0001,2014-04-18,0.25022612
AOI-0001,2014-05-25,0.66120962
AOI-0001,2014-06-26,0.77790450
AOI-0001,2014-07-15,0.77399358
AOI-0001,2014-07-28,0.63661100
AOI-0001,2014-08-09,0.44571638
AOI-0001,2014-08-13,0.40918084
AOI-0001,2014-10-03,0.20628056
AOI-0001,2014-10-16,0.34064849
AOI-0001,2015-04-13,0.46024531
AOI-0001,2015-08-11,0.22534872
AOI-0001,2015-08-12,0.21838401
AOI-0001,2015-08-27,0.20945174
AOI-0001,2015-09-20,0.19212070
AOI-0001,2015-09-28,0.20101954
AOI-0001,2016-06-27,0.29324878
AOI-0001,2016-07-04,0.30643761
AOI-0001,2016-07-20,0.30498195
AOI-0001,2016-07-27,0.36232426
AOI-0001,2016-08-29,0.30549978
AOI-0001,2016-08-30,0.27890526
AOI-0001,2016-09-15,0.31021559
AOI-0001,2016-09-29,0.62195972
AOI-0001,2017-05-12,0.75416538
AOI-0001,2017-06-29,0.50812195
AOI-0001,2017-07-12,0.44442523
AOI-0001,2017-08-09,0.30793995
AOI-0001,2017-08-29,0.27227320
AOI-0001,2017-09-08,0.20518034
AOI-0001,2017-09-14,0.29444949
AOI-0001,2018-04-05,0.46333661
AOI-0001,2018-04-23,0.75889949
AOI-0001,2018-05-01,0.80732983
AOI-0001,2018-06-08,0.61309579
AOI-0001,2018-07-12,0.34388225
AOI-0001,2018-09-28,0.16882233
