anon_polygon_id,date,primary_ndvi_pred
AOI-0001,2010-04-24,0.75102139
AOI-0001,2010-05-18,0.76332571
AOI-0001,2010-05-25,0.71621241
AOI-0001,2010-08-30,0.18945578
AOI-0001,2011-04-18,0.16733628
AOI-0001,2011-06-05,0.55484420
AOI-0001,2011-07-15,0.71241722
AOI-0001,2011-08-17,0.43703001
AOI-0001,2011-09-02,0.34267263
AOI-0001,2012-05-06,0.71501216
AOI-0001,2012-05-08,0.73167173
AOI-0001,2012-06-25,0.42203351
AOI-0001,2013-04-23,0.78538731
AOI-0001,2013-05-02,0.74423168
AOI-0001,2013-07-20,0.28694353
AOI-0001,2014-06-10,0.69089719
AOI-0001,2014-07-24,0.67581886
AOI-0001,2014-07-31,0.59622952
AOI-0001,2014-09-30,0.24981780
AOI-0001,2015-06-10,0.65369472
AOI-0001,2015-08-03,0.23675429
AOI-0001,2015-09-14,0.22007807
AOI-0001,2015-09-30,0.21418687
AOI-0001,2016-05-24,0.51656954
AOI-0001,2016-05-25,0.41660463
AOI-0001,2016-07-11,0.32809361
AOI-0001,2016-07-12,0.31131049
AOI-0001,2017-05-06,0.68742583
AOI-0001,2017-05-28,0.73399758
AOI-0001,2017-07-15,0.42907796
AOI-0001,2017-08-16,0.29203151
AOI-0001,2017-09-25,0.19082489
AOI-0001,2017-09-30,0.25535344
AOI-0001,2017-10-11,0.23114360
AOI-0001,2018-05-11,0.81325098
AOI-0001,2018-06-24,0.35109019
AOI-0001,2018-07-18,0.25010071
AOI-0001,2018-08-27,0.34083742
AOI-0001,2018-09-21,0.21776406
AOI-0001,2018-10-08,0.17439029
AOI-0001,2018-10-30,0.18458767
AOI-0001,2019-05-16,0.55273221
AOI-0001,2019-06-30,0.35227086
AOI-0001,2019-07-05,0.34067035
AOI-0001,2019-07-20,0.40435730
AOI-0001,2019-07-30,0.46026770
AOI-0001,2019-08-29,0.21691836
AOI-0001,2019-09-28,0.15059305
AOI-0001,2019-10-26,0.29259959
AOI-0001,2020-04-10,0.51726303
AOI-0001,2020-04-22,0.63105782
AOI-0001,2020-06-06,0.78879729
AOI-0001,2020-07-24,0.16917688
AOI-0001,2020-08-09,0.25007043
AOI-0001,2020-08-13,0.22301286
AOI-0001,2020-08-28,0.34721194
AOI-0001,2021-06-14,0.43606522
AOI-0001,2021-06-26,0.54150432
AOI-0001,2021-07-14,0.64512310
AOI-0001,2021-07-19,0.63190127
AOI-0001,2021-07-29,0.58356306
AOI-0001,2021-08-18,0.34197548
AOI-0001,2021-09-30,0.25214421
AOI-0001,2021-10-02,0.16815260
AOI-0001,2022-05-25,0.76923898
AOI-0001,2022-05-26,0.78534476
AOI-0001,2022-06-18,0.64497764
AOI-0001,2022-06-19,0.62459325
AOI-0001,2022-07-09,0.36659796
AOI-0001,2022-08-06,0.34992630
AOI-0001,2022-10-02,0.16729726
AOI-0001,2022-10-22,0.30641414
AOI-0001,2023-04-27,0.55371730
AOI-0001,2023-06-10,0.78889068
AOI-0001,2023-06-24,0.72044322
AOI-0001,2023-07-14,0.34730434
AOI-0001,2023-07-24,0.25728787
AOI-0001,2023-08-01,0.22528019
AOI-0001,2023-09-02,0.23599147
AOI-0001,2023-09-19,0.23140981
AOI-0001,2024-04-09,0.63735841
AOI-0001,2024-05-08,0.77074549
AOI-0001,2024-08-11,0.21519771
AOI-0001,2024-08-12,0.20674135
AOI-0001,2024-08-22,0.17105314
AOI-0001,2024-09-28,0.16431791
AOI-0001,2025-04-07,0.45930946
AOI-0001,2025-04-17,0.33061440
AOI-0001,2025-06-10,0.56447850
AOI-0001,2025-08-06,0.29832411
AOI-0001,2025-08-14,0.25346427
AOI-0001,2025-09-07,0.21567049
AOI-0001,2025-09-21,0.20006025
AOI-0002,2025-04-01,0.54252320
AOI-0002,2025-04-07,0.79647963
AOI-0002,2025-06-08,0.48339714
AOI-0002,2025-07-12,0.30322650
AOI-0002,2025-07-21,0.26376794
AOI-0002,2025-08-06,0.19308621
AOI-0002,2025-09-14,0.27312698
AOI-0003,2025-04-17,0.80486959
AOI-0003,2025-06-07,0.69691191
AOI-0003,2025-06-26,0.27479146
AOI-0003,2025-07-05,0.16005172
AOI-0003,2025-07-06,0.19892553
AOI-0003,2025-07-08,0.17048310
AOI-0003,2025-07-28,0.20934338
AOI-0003,2025-08-27,0.16321670
AOI-0003,2025-09-05,0.19535516
AOI-0003,2025-09-25,0.24350923
AOI-0003,2025-10-16,0.31312095
AOI-0004,2025-04-01,0.44493599
AOI-0004,2025-06-11,0.66184168
AOI-0004,2025-06-26,0.60565516
AOI-0004,2025-07-28,0.43727204
AOI-0004,2025-08-07,0.39856716
AOI-0004,2025-08-17,0.36874416
AOI-0004,2025-09-21,0.31910677
AOI-0005,2025-04-16,0.53569194
AOI-0005,2025-04-17,0.56327137
