protocol,candidate,n,rmse_pooled,mae_pooled,parts
exact_hidden_doy,factor_z_w0.025,1114,0.06255745199341636,0.042902462198599826,6
exact_hidden_doy,factor_peer_w0.025,1114,0.06257720076811768,0.04300133986697618,6
exact_hidden_doy,factor_abs_w0.000,1114,0.06260634739886303,0.04285451444746954,6
exact_hidden_doy,factor_z_w0.000,1114,0.06260634739886303,0.04285451444746954,6
exact_hidden_doy,factor_robust_w0.000,1114,0.06260634739886303,0.04285451444746954,6
exact_hidden_doy,factor_peer_w0.000,1114,0.06260634739886303,0.04285451444746954,6
exact_hidden_doy,factor_z_w0.050,1114,0.06265785100877044,0.0430845945504228,6
exact_hidden_doy,factor_peer_w0.050,1114,0.06269222400535769,0.04327942067631149,6
exact_hidden_doy,factor_z_w0.075,1114,0.06290682962932698,0.043331211323292214,6
exact_hidden_doy,factor_peer_w0.075,1114,0.06295062683501286,0.0436240538957792,6
exact_hidden_doy,factor_z_w0.100,1114,0.06330263472270549,0.043660722439684545,6
exact_hidden_doy,factor_peer_w0.100,1114,0.0633506547758,0.04404886428085909,6
exact_hidden_doy,factor_abs_w0.025,1114,0.06368391732599034,0.04419719522561662,6
exact_hidden_doy,factor_robust_w0.025,1114,0.06373521978609163,0.04423795588791858,6
exact_hidden_doy,factor_z_w0.125,1114,0.06384253550342904,0.04410580832013398,6
exact_hidden_doy,factor_peer_w0.125,1114,0.06388964763983751,0.044549339080998784,6
exact_hidden_doy,factor_z_w0.150,1114,0.06452291487544663,0.044684385441376206,6
exact_hidden_doy,factor_peer_w0.150,1114,0.06456412520882672,0.04518123784245625,6
exact_hidden_doy,factor_z_w0.175,1114,0.06533938457308026,0.04536528495370153,6
exact_hidden_doy,factor_peer_w0.175,1114,0.06536989387965969,0.045927977329571115,6
exact_hidden_doy,factor_z_w0.200,1114,0.06628691602873706,0.046164541260161215,6
exact_hidden_doy,factor_peer_w0.200,1114,0.06630216709213461,0.04676705132465335,6
exact_hidden_doy,factor_abs_w0.050,1114,0.06651835752583563,0.04721329036416444,6
exact_hidden_doy,factor_robust_w0.050,1114,0.06665855678762264,0.047336949625438045,6
exact_hidden_doy,factor_peer_w0.225,1114,0.06735569218564355,0.04768330336271066,6
exact_hidden_doy,factor_z_w0.225,1114,0.06735997865691475,0.04704975189830028,6
exact_hidden_doy,factor_peer_w0.250,1114,0.06852487688365037,0.048656134071128385,6
exact_hidden_doy,factor_z_w0.250,1114,0.06855267785117074,0.0480011573432835,6
exact_hidden_doy,factor_peer_w0.275,1114,0.06980390968599234,0.049697390846239836,6
exact_hidden_doy,factor_z_w0.275,1114,0.06985888622301384,0.04902203934714857,6
exact_hidden_doy,factor_abs_w0.075,1114,0.0708992695341855,0.05167558941753083,6
exact_hidden_doy,factor_robust_w0.075,1114,0.07115553098747165,0.05188638254464336,6
exact_hidden_doy,factor_peer_w0.300,1114,0.07118686983144691,0.05081638167225452,6
exact_hidden_doy,factor_z_w0.300,1114,0.07127236319865368,0.05008887041040026,6
