anon_polygon_id,date,crop_type,pred,truth,err,abs_err,source,year,gap_days,bracket_days,edge,run_len
AOI-0002,2019-06-26,озимая пшеница,0.3102726142414971,0.3226791885441528,-0.012406574302655682,0.012406574302655682,modis,2019,1.0,2.0,False,1
AOI-0002,2019-07-29,озимая пшеница,0.25039017542708775,0.234648495218802,0.015741680208285758,0.015741680208285758,landsat,2019,1.0,10.0,False,1
AOI-0002,2019-08-13,озимая пшеница,0.29166832486042904,0.3215358472553701,-0.02986752239494106,0.02986752239494106,modis,2019,1.0,5.0,False,1
AOI-0003,2019-04-01,озимая пшеница,0.6698336110002484,0.7465997423623716,-0.07676613136212318,0.07676613136212318,s2,2019,5.0,inf,True,1
AOI-0003,2019-05-06,озимая пшеница,0.8057713520956881,0.912608548188256,-0.10683719609256792,0.10683719609256792,s2,2019,2.0,6.0,False,1
AOI-0003,2019-06-04,озимая пшеница,0.838199887985991,0.8633667030456484,-0.025166815059657455,0.025166815059657455,landsat,2019,1.0,3.0,False,1
AOI-0003,2019-07-07,озимая пшеница,0.20005010366075884,0.1352430982600685,0.06480700540069034,0.06480700540069034,s2,2019,1.0,6.0,False,1
AOI-0003,2019-08-07,озимая пшеница,0.3293452949966174,0.3383295609182435,-0.0089842659216261,0.0089842659216261,landsat,2019,1.0,3.0,False,1
AOI-0003,2019-08-14,озимая пшеница,0.37538096167033236,0.3867256717278265,-0.011344710057494156,0.011344710057494156,s2,2019,1.0,2.0,False,1
AOI-0003,2019-08-22,озимая пшеница,0.3868669388068138,0.4473056731221935,-0.060438734315379716,0.060438734315379716,landsat,2019,1.0,5.0,False,2
AOI-0003,2019-08-23,озимая пшеница,0.38428603703022346,0.1541977626863271,0.23008827434389637,0.23008827434389637,landsat,2019,2.0,5.0,False,2
AOI-0004,2019-04-23,озимая пшеница,0.5329845521166802,0.6785134925676533,-0.1455289404509731,0.1455289404509731,modis,2019,2.0,5.0,False,1
AOI-0004,2019-05-25,озимая пшеница,0.7661500842360338,0.7975428026934316,-0.03139271845739777,0.03139271845739777,modis,2019,4.0,10.0,False,1
AOI-0004,2019-06-30,озимая пшеница,0.46622704184239444,0.5339735900922244,-0.06774654824983001,0.06774654824983001,s2,2019,3.0,8.0,False,1
AOI-0004,2019-07-12,озимая пшеница,0.5056534415598213,0.5197044594079532,-0.014051017848131897,0.014051017848131897,modis,2019,6.0,14.0,False,1
AOI-0004,2019-09-14,озимая пшеница,0.37718178538777786,0.4367464108753651,-0.05956462548758723,0.05956462548758723,modis,2019,1.0,2.0,False,1
AOI-0004,2019-09-23,озимая пшеница,0.3118051276889994,0.3418787380377747,-0.030073610348775315,0.030073610348775315,s2,2019,5.0,10.0,False,1
AOI-0007,2019-04-01,озимая пшеница,0.46452140713310686,0.5099181770744069,-0.04539676994130004,0.04539676994130004,s2,2019,5.0,inf,True,1
AOI-0007,2019-06-26,озимая пшеница,0.3222761965677307,0.2826332811101164,0.039642915457614336,0.039642915457614336,modis,2019,1.0,2.0,False,1
AOI-0007,2019-07-28,озимая пшеница,0.24774350436049997,0.2948467099373322,-0.04710320557683223,0.04710320557683223,modis,2019,2.0,8.0,False,1
AOI-0007,2019-08-13,озимая пшеница,0.29973163370024836,0.3201401745747538,-0.020408540874505443,0.020408540874505443,modis,2019,2.0,4.0,False,2
AOI-0007,2019-08-14,озимая пшеница,0.24272524836973391,0.2553435416949679,-0.012618293325234009,0.012618293325234009,s2,2019,1.0,4.0,False,2
AOI-0008,2019-05-19,озимая пшеница,0.8325111120233863,0.7692984386972274,0.06321267332615899,0.06321267332615899,landsat,2019,1.0,3.0,False,1
AOI-0008,2019-07-17,озимая пшеница,0.1471299411173085,0.106757405103178,0.04037253601413052,0.04037253601413052,s2,2019,3.0,6.0,False,1
AOI-0008,2019-08-13,озимая пшеница,0.3137303550019478,0.3459212809917355,-0.03219092598978773,0.03219092598978773,modis,2019,1.0,3.0,False,1
